tx_id,amount,merchant,payment_method,country,hour,is_first_time_merchant,device_trust_score,is_fraud
F908407,133.9,m_077,wallet,FR,11,0,0.535,0
F908408,32.89,m_115,wallet,DE,16,0,0.789,0
F908409,210.03,m_050,wallet,FR,3,0,0.891,0
F908410,61.13,m_088,wallet,FR,19,0,0.531,0
F908411,169.89,m_076,card_not_present,FR,4,0,0.698,0
F908412,128.96,m_006,card_not_present,BE,9,0,0.749,0
F908413,15.69,m_008,card_not_present,DE,0,0,0.582,0
F908414,79.38,m_012,card_present,BE,2,1,0.687,0
F908415,14.11,m_177,card_not_present,IT,5,0,0.635,0
F908416,56.53,m_064,card_not_present,FR,4,0,0.902,0
F908417,60.53,m_107,card_not_present,IT,11,0,0.92,1
F908418,83.14,m_125,card_present,IT,4,1,0.734,0
F908419,9.3,m_052,card_not_present,CH,3,1,0.633,0
F908420,102.44,m_048,bank_transfer,BE,3,0,0.394,0
F908421,48.22,m_074,bank_transfer,,18,1,0.88,0
F908422,56.24,m_008,card_not_present,IT,17,0,0.457,0
F908423,17.58,m_083,card_present,ES,5,0,0.332,0
F908424,17.53,m_024,card_present,FR,1,0,0.949,0
F908425,49.76,m_078,card_present,FR,23,0,0.601,0
F908426,308.86,m_013,card_not_present,ES,14,0,0.53,0
F908427,8.17,m_162,card_not_present,FR,2,0,0.541,0
F908428,67.54,m_059,card_present,DE,17,0,1.0,0
F908429,19.14,m_037,card_present,CH,11,0,0.793,0
F908430,44.47,m_054,card_present,FR,1,0,0.879,0
F908431,44.42,m_107,card_present,IT,18,0,0.697,0
F908432,5.59,m_099,card_present,ES,8,0,0.71,1
F908433,6.08,m_010,card_present,FR,20,0,0.713,0
F908434,152.63,m_113,card_not_present,BE,0,0,0.729,0
F908435,8.18,m_176,card_not_present,IT,5,0,0.7,0
F908436,4.69,m_094,card_not_present,FR,6,0,0.677,0
F908437,43.16,m_028,card_present,FR,17,0,0.827,0
F908438,13.38,m_121,card_present,ES,15,0,0.625,0
F908439,46.22,m_072,wallet,ES,6,0,0.638,0
F908440,83.63,m_042,card_not_present,CH,6,1,0.664,1
F908441,103.66,m_178,card_not_present,FR,16,0,0.563,0
F908442,9.44,m_083,card_not_present,FR,2,0,0.554,0
F908443,83.61,m_124,wallet,FR,20,0,0.598,0
F908444,90.34,m_051,card_present,IT,21,0,0.631,0
F908445,153.1,m_129,card_not_present,FR,10,1,0.693,0
F908446,86.86,m_069,wallet,IT,15,0,0.656,0
F908447,263.83,m_032,card_not_present,CH,8,0,0.696,1
F908448,57.5,m_047,card_not_present,FR,22,1,0.879,1
F908449,121.69,m_026,card_not_present,CH,6,0,0.762,1
F908450,19.93,m_144,card_present,DE,11,0,0.601,0
F908451,59.59,m_115,card_present,ES,4,0,0.982,0
F908452,38.82,m_042,bank_transfer,FR,21,0,1.0,0
F908453,34.45,m_104,wallet,IT,1,0,1.0,0
F908454,269.13,m_107,card_present,CH,19,1,1.0,0
F908455,9.43,m_059,card_not_present,IT,18,0,0.42,0
F908456,541.16,m_165,card_not_present,FR,0,0,0.586,0
F908457,,m_018,card_not_present,FR,8,0,0.752,0
F908458,75.07,m_128,card_present,FR,0,1,0.899,0
F908459,28.07,m_080,wallet,ES,11,0,1.0,0
F908460,88.22,m_084,wallet,FR,0,0,0.741,0
F908461,51.76,m_136,card_not_present,DE,12,1,0.269,0
F908462,71.09,m_140,card_not_present,IT,9,0,0.756,0
F908463,81.09,m_150,card_present,DE,13,0,0.467,0
F908464,21.22,m_025,card_not_present,IT,19,0,0.73,0
F908465,52.32,m_030,card_present,FR,5,0,0.764,0
F908466,16.63,m_131,card_not_present,CH,9,1,0.338,0
F908467,81.85,m_124,bank_transfer,FR,10,0,0.802,0
F908468,34.56,m_121,card_not_present,BE,11,0,0.389,0
F908469,49.19,m_086,card_not_present,,19,1,0.524,0
F908470,21.91,m_105,card_not_present,ES,11,0,0.558,0
F908471,81.96,m_002,card_present,FR,22,0,0.799,0
F908472,31.45,m_051,card_not_present,IT,23,1,0.659,0
F908473,25.76,m_168,card_not_present,FR,8,0,0.614,0
F908474,18.65,m_140,card_not_present,BE,18,0,0.727,0
F908475,15.04,m_042,card_not_present,CH,15,0,0.492,0
F908476,39.05,m_022,card_not_present,BE,16,0,0.415,0
F908477,55.3,m_134,card_present,FR,23,0,0.574,0
F908478,68.66,m_087,card_present,BE,22,0,0.831,0
F908479,232.47,m_130,card_not_present,FR,19,0,0.402,0
F908480,6.49,m_015,card_not_present,FR,16,0,0.572,0
F908481,147.32,m_042,card_not_present,FR,2,0,1.0,0
F908482,78.22,m_142,card_not_present,FR,18,0,0.648,0
F908483,13.05,m_013,card_present,IT,14,0,0.971,1
F908484,94.93,m_175,card_present,BE,1,0,0.869,0
F908485,4.6,m_113,card_not_present,FR,23,0,0.514,0
F908486,141.72,m_068,card_not_present,ES,10,0,0.741,0
F908487,10.57,m_040,card_not_present,BE,7,0,0.399,1
F908488,22.81,m_033,card_present,FR,20,0,0.759,0
F908489,13.19,m_047,card_not_present,FR,7,1,0.634,0
F908490,22.77,m_137,wallet,ES,21,0,1.0,0
F908491,33.04,m_006,card_present,FR,18,0,0.863,0
F908492,8.11,m_045,card_present,FR,3,1,0.912,0
F908493,55.07,m_063,card_not_present,FR,17,0,0.618,0
F908494,7.23,m_059,card_present,FR,14,1,0.64,0
F908495,50.28,m_134,wallet,FR,21,1,1.0,0
F908496,425.28,m_111,card_present,FR,10,1,0.664,1
F908497,55.13,m_006,wallet,IT,15,0,0.533,0
F908498,26.92,m_077,card_not_present,FR,18,1,0.743,1
F908499,7.07,m_104,card_not_present,FR,4,0,0.386,0
F908500,33.63,m_059,card_present,FR,17,0,0.727,0
F908501,137.95,m_074,card_present,DE,9,0,0.948,0
F908502,18.65,m_076,card_present,FR,23,0,0.718,0
F908503,32.77,m_083,card_not_present,FR,2,0,1.0,0
F908504,,m_030,card_not_present,FR,5,1,0.512,0
F908505,16.89,m_125,wallet,FR,10,0,0.728,1
F908506,38.0,m_127,card_not_present,FR,8,0,0.995,0
F908507,22.57,m_165,card_present,FR,11,0,0.89,0
F908508,13.93,m_068,card_not_present,FR,8,0,0.88,0
F908509,29.7,m_010,card_not_present,CH,19,0,0.417,0
F908510,56.88,m_148,card_not_present,FR,1,0,0.719,0
F908511,54.47,m_072,card_not_present,ES,15,0,0.811,0
F908512,41.8,m_131,wallet,ES,20,0,0.558,0
F908513,41.53,m_086,card_not_present,FR,20,0,0.787,0
F908514,63.53,m_170,card_not_present,ES,11,0,0.869,0
F908515,3.26,m_090,card_present,BE,9,0,1.0,1
F908516,52.53,m_115,card_present,FR,4,1,0.645,1
F908517,27.06,m_138,bank_transfer,FR,20,0,0.833,0
F908518,213.22,m_001,card_not_present,FR,10,0,0.826,1
F908519,20.63,m_105,card_not_present,IT,7,0,0.62,0
F908520,44.58,m_179,card_present,FR,13,0,0.806,0
F908521,258.65,m_099,card_present,BE,11,0,0.305,1
F908522,11.41,m_173,card_present,DE,5,0,0.874,0
F908523,9.77,m_061,card_present,ES,5,0,0.735,0
F908524,31.8,m_148,card_not_present,DE,8,0,0.945,0
F908525,15.69,m_037,card_present,IT,19,0,0.529,0
F908526,12.22,m_170,wallet,ES,19,0,0.881,0
F908527,12.62,m_089,card_not_present,DE,5,0,0.716,0
F908528,36.74,m_001,wallet,FR,23,1,0.694,0
F908529,15.68,m_094,card_not_present,FR,2,0,0.423,0
F908530,3.36,m_170,bank_transfer,,21,0,0.789,0
F908531,90.54,m_017,card_not_present,FR,21,1,1.0,1
F908532,31.22,m_065,card_present,ES,1,0,0.559,0
F908533,37.2,m_057,card_not_present,FR,7,0,0.785,0
F908534,53.16,m_014,wallet,FR,17,0,1.0,0
F908535,32.53,m_102,bank_transfer,FR,9,0,0.615,0
F908536,9.14,m_091,card_present,DE,2,0,0.673,0
F908537,16.26,m_102,card_not_present,DE,9,0,0.535,0
F908538,111.67,m_034,card_present,ES,2,0,0.889,0
F908539,82.49,m_103,card_not_present,FR,5,0,0.502,0
F908540,44.04,m_154,card_present,FR,10,0,0.703,0
F908541,41.3,m_179,card_present,ES,21,1,0.621,0
F908542,4.6,m_145,card_present,IT,8,0,0.99,0
F908543,1.11,m_155,card_not_present,FR,5,0,0.635,0
F908544,27.53,m_039,card_not_present,BE,15,0,0.363,0
F908545,4.14,m_090,card_not_present,BE,14,0,0.707,0
F908546,8.9,m_172,card_present,ES,11,0,0.735,0
F908547,1751.49,m_023,card_present,FR,4,0,0.549,1
F908548,20.58,m_141,card_not_present,FR,4,0,0.749,0
F908549,61.08,m_177,bank_transfer,CH,5,0,0.323,0
F908550,7.82,m_153,card_not_present,CH,9,0,0.69,0
F908551,148.11,m_041,card_not_present,FR,3,0,0.788,0
F908552,33.16,m_003,card_present,ES,23,0,0.66,0
F908553,97.51,m_157,card_not_present,FR,15,1,0.521,0
F908554,6.58,m_107,card_not_present,IT,9,0,0.786,0
F908555,0.92,m_037,card_present,DE,0,0,0.819,0
F908556,196.24,m_160,wallet,IT,18,0,1.0,0
F908557,33.02,m_155,card_not_present,ES,17,0,0.67,0
F908558,7.41,m_137,card_not_present,FR,2,0,0.523,0
F908559,35.33,m_115,bank_transfer,FR,23,0,0.656,0
F908560,28.62,m_142,card_not_present,FR,16,0,0.807,0
F908561,,m_122,card_not_present,FR,2,0,0.564,0
F908562,51.36,m_085,card_present,DE,8,0,1.0,0
F908563,63.18,m_083,card_not_present,FR,11,0,0.736,0
F908564,955.95,m_089,card_present,IT,15,0,0.725,1
F908565,49.16,m_082,card_present,DE,23,0,0.533,0
F908566,12.55,m_109,wallet,FR,14,0,1.0,0
F908567,22.63,m_115,wallet,FR,21,0,0.787,0
F908568,10.25,m_179,card_not_present,CH,13,1,1.0,0
F908569,145.11,m_145,card_present,BE,3,1,0.482,0
F908570,33.33,m_057,wallet,IT,15,0,0.883,0
F908571,10.67,m_082,card_not_present,FR,19,0,0.79,0
F908572,,m_063,card_not_present,ES,14,0,1.0,0
F908573,11.33,m_009,wallet,DE,12,0,0.676,0
F908574,6.96,m_172,card_present,ES,21,1,0.872,0
F908575,27.12,m_070,card_present,BE,4,0,0.796,0
F908576,13.84,m_072,card_present,FR,12,0,0.7,0
F908577,18.77,m_101,card_not_present,BE,21,0,0.844,0
F908578,38.41,m_126,card_present,FR,1,0,0.685,0
F908579,32.61,m_172,card_not_present,CH,12,0,0.566,0
F908580,15.12,m_090,card_not_present,IT,1,0,0.815,0
F908581,32.42,m_102,card_not_present,FR,8,0,0.402,0
F908582,127.76,m_001,card_present,FR,7,0,0.572,0
F908583,15.9,m_050,wallet,BE,0,1,0.753,1
F908584,16.8,m_021,card_not_present,DE,19,0,0.93,0
F908585,7.21,m_017,wallet,ES,22,1,0.971,0
F908586,7.54,m_072,card_present,DE,2,1,0.696,0
F908587,,m_038,wallet,ES,13,0,1.0,0
F908588,30.52,m_126,card_present,CH,8,0,0.614,0
F908589,81.34,m_146,card_present,DE,15,0,0.785,0
F908590,69.35,m_106,card_present,ES,20,0,0.767,0
F908591,67.74,m_089,card_present,CH,5,0,0.598,0
F908592,31.67,m_021,card_not_present,FR,22,0,0.596,0
F908593,63.88,m_066,card_not_present,FR,5,0,0.665,0
F908594,42.46,m_150,card_present,FR,14,0,0.468,0
F908595,32.29,m_116,card_present,FR,23,0,0.576,0
F908596,32.77,m_148,card_not_present,FR,3,0,0.498,0
F908597,9.89,m_090,card_not_present,FR,19,0,0.738,0
F908598,59.25,m_128,card_not_present,FR,8,0,0.58,1
F908599,22.7,m_053,wallet,FR,18,0,0.601,1
F908600,0.95,m_063,card_not_present,ES,23,0,0.574,0
F908601,9.4,m_103,bank_transfer,CH,12,0,0.762,0
F908602,47.11,m_097,card_present,FR,11,0,0.594,0
F908603,103.67,m_022,card_not_present,FR,16,0,0.73,0
F908604,14.73,m_078,card_not_present,IT,9,1,0.946,0
F908605,8.45,m_009,bank_transfer,CH,7,0,0.832,0
F908606,390.48,m_081,card_not_present,IT,1,0,0.559,0
F908607,14.0,m_088,card_present,DE,16,0,0.712,0
F908608,128.85,m_114,card_present,DE,5,0,0.692,0
F908609,571.11,m_000,card_present,FR,3,1,0.704,0
F908610,73.86,m_126,card_not_present,FR,12,0,0.542,0
F908611,58.57,m_178,card_not_present,FR,12,0,0.834,0
F908612,104.24,m_013,wallet,FR,0,0,0.94,0
F908613,26.88,m_099,card_not_present,FR,6,0,0.605,0
F908614,124.69,m_064,card_present,CH,5,0,0.722,0
F908615,117.52,m_065,wallet,FR,20,1,0.432,0
F908616,35.52,m_108,card_not_present,CH,4,0,0.788,0
F908617,62.05,m_048,card_present,ES,20,1,0.392,0
F908618,37.76,m_011,card_not_present,IT,7,0,0.503,0
F908619,35.11,m_083,card_present,FR,3,1,0.658,0
F908620,29.88,m_170,card_not_present,BE,10,0,1.0,0
F908621,11.11,m_022,card_not_present,FR,0,0,0.496,0
F908622,13.1,m_029,card_present,ES,11,0,0.385,0
F908623,16.2,m_159,card_present,FR,5,0,0.695,0
F908624,238.98,m_021,card_not_present,ES,12,0,0.732,0
F908625,118.69,m_097,card_present,DE,4,1,0.675,0
F908626,266.94,m_151,card_not_present,ES,3,0,0.493,0
F908627,44.41,m_026,card_not_present,ES,15,1,0.42,0
F908628,47.3,m_079,card_present,DE,20,0,0.752,0
F908629,41.33,m_021,card_present,BE,0,0,0.512,0
F908630,18.53,m_132,card_not_present,FR,10,1,0.826,0
F908631,54.97,m_105,card_not_present,ES,9,1,0.558,0
F908632,14.67,m_074,card_present,FR,5,0,0.78,0
F908633,15.47,m_100,card_not_present,CH,12,0,0.552,1
F908634,21.9,m_015,wallet,FR,17,1,0.672,0
F908635,67.81,m_060,card_not_present,BE,2,0,0.828,0
F908636,43.28,m_094,card_present,IT,11,0,0.808,0
F908637,6.75,m_175,card_not_present,FR,6,0,0.621,0
F908638,50.44,m_028,wallet,FR,22,0,0.484,0
F908639,29.61,m_015,card_not_present,CH,0,0,0.739,0
F908640,56.72,m_160,bank_transfer,BE,8,0,0.462,0
F908641,,m_049,card_present,CH,23,1,0.766,1
F908642,130.14,m_046,card_not_present,BE,1,0,0.661,0
F908643,83.41,m_067,card_not_present,DE,15,1,0.606,0
F908644,94.78,m_155,card_not_present,FR,19,0,0.908,1
F908645,20.7,m_135,card_present,DE,23,0,0.758,0
F908646,61.67,m_107,card_present,DE,12,0,0.394,0
F908647,80.14,m_063,card_present,DE,5,0,0.626,0
F908648,17.09,m_149,card_not_present,CH,18,1,0.513,0
F908649,62.46,m_155,card_present,CH,8,0,0.977,0
F908650,52.4,m_127,card_not_present,FR,9,0,0.755,0
F908651,385.66,m_072,wallet,FR,5,0,0.388,1
F908652,30.58,m_103,bank_transfer,FR,7,0,0.88,0
F908653,12.66,m_134,card_present,IT,1,0,1.0,0
F908654,15.97,m_006,wallet,BE,7,0,0.841,0
F908655,31.94,m_048,card_present,FR,2,0,0.801,0
F908656,3.37,m_093,card_not_present,BE,20,0,0.537,1
F908657,118.29,m_042,card_present,CH,9,0,0.431,0
F908658,120.64,m_139,card_not_present,DE,11,0,0.63,0
F908659,9.68,m_026,wallet,FR,18,0,0.695,0
F908660,7.39,m_015,bank_transfer,IT,6,0,0.937,0
F908661,29.48,m_022,wallet,FR,19,0,0.382,0
F908662,27.05,m_076,card_present,IT,18,0,0.685,0
F908663,68.09,m_165,wallet,FR,11,0,0.894,0
F908664,24.34,m_129,card_present,DE,15,0,0.648,0
F908665,7.93,m_121,card_not_present,FR,6,1,0.806,0
F908666,30.72,m_000,card_present,FR,18,0,0.97,0
F908667,49.01,m_079,card_present,ES,14,0,0.455,0
F908668,44.0,m_021,card_present,DE,1,1,1.0,0
F908669,22.72,m_085,card_not_present,IT,6,1,0.746,0
F908670,17.29,m_025,wallet,DE,4,1,0.799,0
F908671,29.06,m_117,card_not_present,ES,8,1,0.417,0
F908672,5.31,m_023,card_not_present,FR,0,0,1.0,0
F908673,14.61,m_067,card_present,ES,20,0,0.564,0
F908674,130.96,m_046,card_present,BE,20,0,0.493,0
F908675,44.29,m_159,card_not_present,BE,2,0,0.753,0
F908676,26.07,m_134,bank_transfer,FR,8,1,0.562,0
F908677,64.54,m_031,card_present,FR,23,0,0.808,0
F908678,59.82,m_108,card_not_present,BE,23,0,0.593,0
F908679,26.13,m_034,bank_transfer,FR,14,0,0.62,0
F908680,24.86,m_116,card_present,FR,13,0,0.688,0
F908681,36.76,m_005,card_not_present,FR,12,0,0.795,0
F908682,49.6,m_050,card_present,FR,6,1,0.468,0
F908683,45.35,m_082,card_not_present,FR,14,0,0.794,1
F908684,17.23,m_102,card_present,ES,13,0,0.542,0
F908685,39.43,m_044,card_not_present,FR,2,0,0.832,0
F908686,26.04,m_130,card_not_present,FR,6,0,0.631,0
F908687,18.36,m_146,wallet,FR,10,0,1.0,0
F908688,18.38,m_117,card_not_present,FR,9,1,0.565,0
F908689,66.64,m_157,card_present,BE,18,1,0.841,0
F908690,97.42,m_100,card_present,IT,4,0,0.438,1
F908691,5.01,m_081,card_present,FR,12,0,0.954,0
F908692,439.8,m_078,card_not_present,CH,2,1,0.5,0
F908693,83.04,m_010,bank_transfer,DE,13,0,1.0,0
F908694,87.23,m_111,card_present,ES,4,0,0.869,0
F908695,21.45,m_172,card_present,ES,17,0,0.522,0
F908696,85.99,m_041,wallet,DE,0,0,0.719,0
F908697,11.29,m_157,card_not_present,CH,19,0,0.965,0
F908698,21.18,m_166,card_not_present,FR,16,0,0.714,0
F908699,54.22,m_052,card_not_present,FR,8,0,0.671,0
F908700,840.26,m_029,card_not_present,FR,16,0,0.999,1
F908701,48.55,m_029,card_present,FR,0,1,0.595,0
F908702,247.78,m_130,card_present,FR,14,0,0.807,0
F908703,69.97,m_130,card_not_present,IT,10,0,0.643,0
F908704,36.37,m_018,card_present,DE,1,0,0.635,0
F908705,99.13,m_058,wallet,FR,4,0,0.959,0
F908706,55.56,m_152,card_present,FR,8,1,0.56,0
F908707,26.4,m_030,card_not_present,FR,20,0,0.81,0
F908708,38.66,m_060,card_present,DE,4,0,0.574,0
F908709,46.74,m_125,card_not_present,FR,12,0,0.486,0
F908710,22.07,m_155,card_not_present,DE,5,0,0.75,0
F908711,236.32,m_166,card_present,DE,16,0,0.712,0
F908712,5.84,m_041,card_not_present,FR,18,0,0.534,1
F908713,11.76,m_077,card_not_present,FR,18,0,0.833,0
F908714,65.14,m_052,card_not_present,FR,20,0,0.939,0
F908715,597.18,m_176,card_present,FR,4,0,0.618,0
F908716,33.21,m_018,card_not_present,FR,6,0,0.797,0
F908717,27.98,m_039,card_present,ES,2,0,0.699,0
F908718,12.85,m_119,card_present,CH,22,0,0.697,0
F908719,11.56,m_074,card_not_present,IT,2,0,0.433,1
F908720,62.13,m_173,card_not_present,FR,2,1,0.632,1
F908721,205.12,m_073,card_not_present,FR,3,0,0.583,0
F908722,42.13,m_032,bank_transfer,CH,2,0,0.852,0
F908723,6.84,m_150,card_not_present,ES,10,0,0.918,0
F908724,36.01,m_057,wallet,ES,0,0,0.806,0
F908725,78.59,m_165,card_not_present,,0,0,0.784,0
F908726,42.5,m_024,card_present,BE,12,0,0.664,0
F908727,43.7,m_167,card_not_present,FR,16,0,0.696,0
F908728,39.39,m_147,card_not_present,FR,12,1,0.947,0
F908729,215.21,m_040,card_not_present,CH,22,0,0.589,0
F908730,11.15,m_149,card_present,IT,0,0,0.541,0
F908731,42.28,m_177,card_not_present,FR,4,0,0.684,1
F908732,75.61,m_018,card_present,CH,2,0,0.774,0
F908733,31.22,m_123,card_not_present,FR,10,0,0.867,0
F908734,34.41,m_070,card_present,BE,22,0,0.563,0
F908735,132.83,m_174,card_present,FR,18,0,0.806,0
F908736,75.17,m_135,bank_transfer,FR,15,1,1.0,0
F908737,74.13,m_156,card_not_present,DE,19,0,0.795,0
F908738,121.23,m_110,card_not_present,FR,21,1,0.446,1
F908739,71.31,m_154,card_not_present,ES,3,0,0.72,0
F908740,31.59,m_092,card_present,ES,10,0,0.712,0
F908741,36.26,m_119,wallet,ES,4,0,0.507,0
F908742,5.93,m_101,card_not_present,DE,2,0,0.567,0
F908743,94.07,m_050,card_not_present,FR,18,0,0.803,0
F908744,54.03,m_055,wallet,DE,2,0,0.644,0
F908745,75.63,m_069,card_present,FR,4,0,0.471,0
F908746,43.95,m_113,card_present,DE,7,0,0.664,0
F908747,17.02,m_173,card_present,FR,1,0,0.873,0
F908748,12.6,m_142,card_present,FR,20,0,0.687,0
F908749,6.36,m_054,card_not_present,FR,16,0,0.709,0
F908750,7.78,m_003,card_present,IT,2,0,0.883,0
F908751,118.27,m_132,bank_transfer,BE,19,0,0.93,0
F908752,18.03,m_166,wallet,FR,6,0,0.651,0
F908753,30.49,m_045,card_not_present,FR,2,0,0.742,0
F908754,24.09,m_160,card_present,BE,15,0,0.813,0
F908755,84.68,m_173,wallet,FR,15,0,0.598,0
F908756,122.53,m_068,card_not_present,FR,7,0,0.558,0
F908757,50.34,m_050,card_not_present,BE,8,1,0.861,0
F908758,22.12,m_159,card_present,ES,4,0,0.293,0
F908759,35.48,m_019,card_present,CH,1,0,0.596,0
F908760,140.34,m_044,wallet,FR,14,0,0.586,0
F908761,168.52,m_138,bank_transfer,CH,17,0,0.617,0
F908762,76.73,m_142,wallet,FR,19,0,0.647,0
F908763,6.25,m_010,bank_transfer,IT,13,0,0.711,0
F908764,26.16,m_001,card_not_present,FR,18,0,0.74,0
F908765,22.22,m_165,card_present,FR,8,0,0.848,0
F908766,7.8,m_081,card_present,DE,18,1,0.868,0
F908767,67.25,m_127,card_present,,4,0,0.542,0
F908768,43.65,m_110,card_present,DE,0,0,1.0,0
F908769,22.29,m_123,card_not_present,DE,11,0,0.586,1
F908770,81.55,m_178,bank_transfer,FR,15,1,0.818,0
F908771,13.9,m_006,card_not_present,CH,17,0,0.832,0
F908772,164.9,m_027,card_present,FR,9,0,0.897,0
F908773,12.42,m_003,card_not_present,ES,23,0,0.903,0
F908774,7.4,m_074,card_not_present,DE,12,1,0.728,0
F908775,17.23,m_113,card_present,DE,11,0,0.227,0
F908776,186.11,m_091,card_present,FR,10,0,0.427,0
F908777,74.3,m_143,card_not_present,IT,23,0,0.922,0
F908778,63.2,m_042,card_not_present,FR,21,0,0.624,0
F908779,29.32,m_064,card_present,FR,22,0,0.539,0
F908780,55.45,m_042,card_not_present,FR,19,0,0.805,0
F908781,15.45,m_019,card_not_present,FR,8,0,0.871,0
F908782,5.63,m_088,wallet,IT,6,0,0.713,0
F908783,10.91,m_055,card_not_present,FR,15,0,0.784,0
F908784,92.23,m_075,wallet,DE,7,0,0.409,0
F908785,10.47,m_133,card_not_present,FR,16,0,0.8,0
F908786,32.14,m_116,card_present,FR,0,0,0.834,0
F908787,128.78,m_142,card_not_present,FR,2,0,0.613,0
F908788,9.43,m_097,card_not_present,ES,9,1,0.881,1
F908789,5.57,m_142,card_not_present,DE,19,0,0.463,1
F908790,36.21,m_099,bank_transfer,BE,18,1,0.557,0
F908791,403.96,m_143,card_present,FR,22,0,0.734,0
F908792,43.06,m_088,card_not_present,BE,3,0,0.591,0
F908793,39.41,m_140,card_not_present,FR,7,0,0.55,0
F908794,86.74,m_098,card_present,FR,15,0,0.767,0
F908795,40.09,m_153,card_present,BE,17,0,0.501,0
F908796,,m_166,card_present,DE,4,0,0.913,0
F908797,14.1,m_118,card_present,IT,7,1,0.752,0
F908798,29.29,m_082,card_not_present,DE,21,0,0.468,0
F908799,16.5,m_083,card_not_present,ES,18,0,0.679,0
F908800,29.65,m_118,wallet,FR,17,1,0.783,0
F908801,92.58,m_128,card_not_present,FR,4,0,0.591,0
F908802,26.23,m_116,card_not_present,FR,1,0,0.813,0
F908803,60.37,m_176,card_not_present,FR,9,1,0.598,0
F908804,27.65,m_063,wallet,ES,14,0,0.962,0
F908805,3.5,m_061,card_not_present,IT,8,0,0.497,0
F908806,52.77,m_153,card_not_present,CH,10,0,0.887,0
F908807,175.53,m_091,card_present,FR,7,0,0.745,0
F908808,9.02,m_097,card_present,FR,0,0,0.466,0
F908809,8.88,m_161,wallet,FR,3,0,0.883,0
F908810,3.12,m_123,bank_transfer,DE,18,1,0.474,0
F908811,15.83,m_133,card_not_present,FR,8,1,0.88,0
F908812,19.27,m_067,card_present,FR,10,0,0.673,0
F908813,98.21,m_095,card_not_present,FR,12,1,0.958,0
F908814,24.95,m_018,card_not_present,,19,0,0.762,0
F908815,3.8,m_020,card_not_present,FR,22,0,0.641,0
F908816,23.53,m_112,wallet,FR,2,0,0.757,0
F908817,3.35,m_021,card_not_present,DE,5,0,0.733,0
F908818,15.58,m_133,card_present,FR,5,0,0.785,0
F908819,9.82,m_129,card_not_present,CH,10,0,0.769,0
F908820,,m_105,card_present,FR,7,1,1.0,0
F908821,8.08,m_085,card_not_present,IT,15,0,0.643,0
F908822,30.72,m_131,card_present,BE,16,0,0.577,0
F908823,25.48,m_138,bank_transfer,FR,10,0,0.74,0
F908824,15.67,m_171,card_not_present,FR,7,0,0.677,0
F908825,7.08,m_030,bank_transfer,FR,1,0,0.757,0
F908826,23.86,m_018,card_present,FR,11,0,0.547,0
F908827,32.48,m_096,card_not_present,FR,17,0,0.891,0
F908828,79.09,m_096,card_not_present,IT,14,0,1.0,0
F908829,38.33,m_001,card_present,FR,22,1,0.447,0
F908830,29.85,m_001,card_not_present,BE,15,0,0.601,0
F908831,15.27,m_102,card_present,FR,1,0,0.999,0
F908832,42.9,m_141,card_present,DE,14,0,0.838,0
F908833,58.13,m_149,wallet,CH,22,0,0.778,0
F908834,53.9,m_029,card_present,FR,3,0,0.803,0
F908835,50.83,m_134,card_not_present,DE,22,1,0.45,0
F908836,21.7,m_074,card_not_present,CH,18,0,0.762,0
F908837,1399.27,m_120,card_not_present,IT,16,1,0.687,0
F908838,101.81,m_156,card_present,ES,9,1,0.831,0
F908839,65.03,m_142,card_not_present,CH,22,0,0.519,0
F908840,23.49,m_021,card_not_present,ES,2,0,0.361,0
F908841,64.11,m_120,card_not_present,IT,20,0,0.79,0
F908842,7.88,m_099,card_not_present,FR,15,0,0.682,0
F908843,90.6,m_001,card_not_present,FR,22,0,0.593,0
F908844,47.04,m_083,bank_transfer,DE,17,0,0.888,0
F908845,11.46,m_082,wallet,FR,11,0,0.778,0
F908846,3.47,m_134,card_not_present,FR,17,0,0.637,0
F908847,202.52,m_077,card_present,CH,9,0,1.0,0
F908848,6.27,m_098,bank_transfer,FR,8,0,0.596,0
F908849,42.92,m_013,card_present,FR,6,0,0.76,0
F908850,17.85,m_043,card_present,FR,1,0,0.68,0
F908851,67.91,m_153,wallet,BE,7,0,0.553,0
F908852,40.41,m_144,card_present,IT,5,0,0.746,0
F908853,59.31,m_008,card_present,DE,10,0,0.57,0
F908854,39.22,m_141,card_not_present,FR,1,0,0.69,1
F908855,36.87,m_119,wallet,ES,21,1,0.631,0
F908856,,m_144,card_not_present,FR,22,0,0.239,0
F908857,4.39,m_023,card_not_present,FR,1,0,0.661,0
F908858,19.34,m_089,card_not_present,IT,23,0,0.449,0
F908859,29.91,m_111,card_not_present,FR,14,0,0.385,1
F908860,86.34,m_009,card_not_present,DE,18,1,0.674,0
F908861,35.59,m_038,card_not_present,DE,10,0,0.428,0
F908862,16.66,m_074,card_present,ES,13,0,0.877,0
F908863,22.41,m_167,card_present,ES,17,0,0.883,0
F908864,20.16,m_170,wallet,IT,0,0,0.934,0
F908865,16.36,m_137,card_not_present,FR,8,0,1.0,0
F908866,48.99,m_068,bank_transfer,FR,2,0,0.838,0
F908867,34.8,m_126,card_not_present,BE,12,0,0.814,0
F908868,44.92,m_076,card_present,CH,1,0,0.902,1
F908869,364.56,m_165,wallet,FR,1,0,0.638,0
F908870,103.64,m_031,card_present,ES,5,0,0.818,0
